PointCount: 2009

Point 0: X: 104, Y: 345, Depth: -1
Point 1551: X: 553.651, Y: 124.416, Depth: -1
Point 1552: X: 441.677, Y: 180.403, Depth: 47.9648
Point 1553: X: 452.045, Y: 143.078, Depth: -1
Point 1554: X: 404.352, Y: 128.563, Depth: -1
Point 1555: X: 308.966, Y: 182.477, Depth: 30.7976
Point 1556: X: 259.2, Y: 176.256, Depth: 27.3726
Point 1557: X: 300.672, Y: 134.784, Depth: -1
Point 1558: X: 306.893, Y: 41.472, Depth: -1
Point 1559: X: 252.979, Y: 62.208, Depth: -1
Point 1560: X: 534.989, Y: 149.299, Depth: -1
Point 1561: X: 831.514, Y: 279.936, Depth: 10.3617
Point 1562: X: 889.575, Y: 223.949, Depth: 17.4498
Point 1563: X: 924.826, Y: 72.576, Depth: -1
Point 1564: X: 933.12, Y: 302.746, Depth: -1
Point 1565: X: 248.832, Y: 102.021, Depth: -1
Point 1566: X: 233.902, Y: 97.0445, Depth: -1
Point 1567: X: 243.855, Y: 77.1379, Depth: -1
Point 1568: X: 233.902, Y: 89.5795, Depth: -1
Point 1569: X: 288.645, Y: 248.832, Depth: -1
Point 1570: X: 256.297, Y: 248.832, Depth: -1
Point 1571: X: 288.645, Y: 231.414, Depth: -1
Point 1572: X: 258.785, Y: 243.855, Depth: 12.0423
Point 1573: X: 539.966, Y: 171.694, Depth: -1
Point 1574: X: 525.036, Y: 171.694, Depth: -1
Point 1575: X: 544.942, Y: 161.741, Depth: -1
Point 1576: X: 522.547, Y: 169.206, Depth: -1
Point 1577: X: 557.384, Y: 111.974, Depth: -1
Point 1578: X: 614.615, Y: 52.2547, Depth: -1
Point 1579: X: 480.246, Y: 273.715, Depth: 11.3803
Point 1580: X: 1132.19, Y: 92.0679, Depth: -1
Point 1581: X: 1134.67, Y: 62.208, Depth: -1
Point 1582: X: 131.881, Y: 313.528, Depth: -1
Point 1583: X: 161.741, Y: 266.25, Depth: -1
Point 1584: X: 582.267, Y: 325.97, Depth: -1
Point 1585: X: 617.103, Y: 263.762, Depth: 12.4637
Point 1586: X: 811.192, Y: 111.974, Depth: -1
Point 1587: X: 771.379, Y: 87.0912, Depth: -1
Point 1588: X: 806.216, Y: 54.743, Depth: -1
Point 1589: X: 943.073, Y: 261.274, Depth: -1
Point 1590: X: 928.143, Y: 209.019, Depth: -1
Point 1591: X: 893.307, Y: 248.832, Depth: 13.8259
Point 1592: X: 851.006, Y: 246.344, Depth: 12.9851
Point 1593: X: 888.33, Y: 221.461, Depth: -1
Point 1594: X: 1084.91, Y: 181.647, Depth: -1
Point 1595: X: 1084.91, Y: 136.858, Depth: -1
Point 1596: X: 1060.02, Y: 196.577, Depth: -1
Point 1597: X: 330.947, Y: 316.017, Depth: 8.84279
Point 1598: X: 393.155, Y: 273.715, Depth: -1
Point 1599: X: 350.853, Y: 281.18, Depth: 12.8525
Point 1600: X: 923.167, Y: 119.439, Depth: -1
Point 1601: X: 87.0912, Y: 87.0912, Depth: -1
Point 1602: X: 84.6029, Y: 64.6963, Depth: -1
Point 1603: X: 67.1846, Y: 49.7664, Depth: -1
Point 1604: X: 773.868, Y: 159.253, Depth: 28.1368
Point 1605: X: 811.192, Y: 126.904, Depth: -1
Point 1606: X: 776.356, Y: 124.416, Depth: -1
Point 1607: X: 69.673, Y: 308.552, Depth: -1
Point 1608: X: 77.1379, Y: 273.715, Depth: -1
Point 1609: X: 57.2314, Y: 276.204, Depth: 12.2713
Point 1610: X: 156.764, Y: 77.1379, Depth: -1
Point 1611: X: 176.671, Y: 72.1613, Depth: -1
Point 1612: X: 791.286, Y: 231.414, Depth: 10.7262
Point 1613: X: 773.868, Y: 213.996, Depth: 11.6403
Point 1614: X: 910.725, Y: 313.528, Depth: 8.049
Point 1615: X: 853.494, Y: 301.087, Depth: 8.77525
Point 1616: X: 885.842, Y: 286.157, Depth: -1
Point 1617: X: 853.494, Y: 268.739, Depth: -1
Point 1618: X: 848.517, Y: 151.788, Depth: 19.4285
Point 1619: X: 900.772, Y: 129.393, Depth: -1
Point 1620: X: 1102.33, Y: 111.974, Depth: -1
Point 1621: X: 1079.93, Y: 87.0912, Depth: -1
Point 1622: X: 1084.91, Y: 62.208, Depth: -1
Point 1623: X: 298.598, Y: 320.993, Depth: 8.85204
Point 1624: X: 261.274, Y: 306.063, Depth: 10.399
Point 1625: X: 291.133, Y: 273.715, Depth: 13.6336
Point 1626: X: 450.386, Y: 303.575, Depth: -1
Point 1627: X: 472.781, Y: 288.645, Depth: 9.65323
Point 1628: X: 1000.3, Y: 256.297, Depth: 12.3748
Point 1629: X: 1037.63, Y: 199.066, Depth: -1
Point 1630: X: 1012.75, Y: 216.484, Depth: -1
Point 1631: X: 739.031, Y: 243.855, Depth: 14.2442
Point 1632: X: 701.706, Y: 243.855, Depth: 16.9459
Point 1633: X: 746.496, Y: 223.949, Depth: -1
Point 1634: X: 729.078, Y: 199.066, Depth: -1
Point 1635: X: 614.615, Y: 256.297, Depth: 13.5922
Point 1636: X: 574.802, Y: 236.39, Depth: 17.914
Point 1637: X: 599.685, Y: 191.601, Depth: -1
Point 1638: X: 1052.56, Y: 77.1379, Depth: -1
Point 1639: X: 1050.07, Y: 62.208, Depth: -1
Point 1640: X: 987.863, Y: 59.7197, Depth: -1
Point 1641: X: 161.741, Y: 174.182, Depth: -1
Point 1642: X: 159.253, Y: 116.951, Depth: -1
Point 1643: X: 82.1146, Y: 181.647, Depth: -1
Point 1644: X: 67.1846, Y: 171.694, Depth: 19.9623
Point 1645: X: 79.6263, Y: 124.416, Depth: -1
Point 1646: X: 47.2781, Y: 129.393, Depth: -1
Point 1647: X: 154.276, Y: 246.344, Depth: -1
Point 1648: X: 121.928, Y: 261.274, Depth: -1
Point 1649: X: 159.253, Y: 218.972, Depth: -1
Point 1650: X: 146.811, Y: 216.484, Depth: -1
Point 1651: X: 102.021, Y: 243.855, Depth: -1
Point 1652: X: 64.6963, Y: 258.785, Depth: -1
Point 1653: X: 89.5795, Y: 189.112, Depth: -1
Point 1654: X: 661.893, Y: 256.297, Depth: 13.8307
Point 1655: X: 649.452, Y: 233.902, Depth: 18.9854
Point 1656: X: 664.382, Y: 199.066, Depth: -1
Point 1657: X: 624.568, Y: 209.019, Depth: 32.8555
Point 1658: X: 243.855, Y: 303.575, Depth: 9.83898
Point 1659: X: 236.39, Y: 268.739, Depth: -1
Point 1660: X: 213.996, Y: 273.715, Depth: 12.7531
Point 1661: X: 517.571, Y: 94.5562, Depth: -1
Point 1662: X: 475.269, Y: 92.0679, Depth: -1
Point 1663: X: 475.269, Y: 67.1846, Depth: -1
Point 1664: X: 231.414, Y: 179.159, Depth: -1
Point 1665: X: 211.507, Y: 184.136, Depth: -1
Point 1666: X: 243.855, Y: 116.951, Depth: -1
Point 1667: X: 666.87, Y: 154.276, Depth: 62.9206
Point 1668: X: 632.033, Y: 159.253, Depth: -1
Point 1669: X: 664.382, Y: 149.299, Depth: -1
Point 1670: X: 644.475, Y: 116.951, Depth: -1
Point 1671: X: 465.316, Y: 102.021, Depth: -1
Point 1672: X: 430.479, Y: 111.974, Depth: -1
Point 1673: X: 460.339, Y: 67.1846, Depth: -1
Point 1674: X: 435.456, Y: 62.208, Depth: -1
Point 1675: X: 539.966, Y: 231.414, Depth: 20.3862
Point 1676: X: 520.059, Y: 191.601, Depth: 50.5402
Point 1677: X: 495.176, Y: 189.112, Depth: -1
Point 1678: X: 744.008, Y: 97.0445, Depth: -1
Point 1679: X: 706.683, Y: 104.509, Depth: -1
Point 1680: X: 739.031, Y: 52.2547, Depth: -1
Point 1681: X: 704.195, Y: 69.673, Depth: -1
Point 1682: X: 246.344, Y: 248.832, Depth: -1
Point 1683: X: 186.624, Y: 258.785, Depth: 11.7544
Point 1684: X: 246.344, Y: 189.112, Depth: 26.7591
Point 1685: X: 204.042, Y: 201.554, Depth: -1
Point 1686: X: 373.248, Y: 79.6263, Depth: -1
Point 1687: X: 360.806, Y: 109.486, Depth: -1
Point 1688: X: 365.783, Y: 74.6496, Depth: -1
Point 1689: X: 340.9, Y: 52.2547, Depth: -1
Point 1690: X: 676.823, Y: 102.021, Depth: -1
Point 1691: X: 646.963, Y: 94.5562, Depth: -1
Point 1692: X: 689.265, Y: 69.673, Depth: -1
Point 1693: X: 622.08, Y: 67.1846, Depth: -1
Point 1694: X: 440.433, Y: 226.437, Depth: -1
Point 1695: X: 418.038, Y: 236.39, Depth: 20.7571
Point 1696: X: 472.781, Y: 204.042, Depth: 29.4356
Point 1697: X: 405.596, Y: 196.577, Depth: 22.6946
Point 1698: X: 395.643, Y: 228.925, Depth: 18.387
Point 1699: X: 333.435, Y: 233.902, Depth: -1
Point 1700: X: 373.248, Y: 196.577, Depth: -1
Point 1701: X: 340.9, Y: 191.601, Depth: 33.9523
Point 1702: X: 739.031, Y: 156.764, Depth: 60.2994
Point 1703: X: 721.613, Y: 151.788, Depth: 48.1576
Point 1704: X: 731.566, Y: 114.463, Depth: -1
Point 1705: X: 714.148, Y: 136.858, Depth: -1
Point 1706: X: 316.017, Y: 226.437, Depth: -1
Point 1707: X: 308.552, Y: 189.112, Depth: 0
Point 1708: X: 261.274, Y: 191.601, Depth: 13.3802
Point 1709: X: 308.552, Y: 181.647, Depth: -1
Point 1710: X: 261.274, Y: 176.671, Depth: 21.8027
Point 1711: X: 301.087, Y: 134.369, Depth: -1
Point 1712: X: 268.739, Y: 131.881, Depth: -1
Point 1713: X: 602.174, Y: 181.647, Depth: -1
Point 1714: X: 557.384, Y: 181.647, Depth: -1
Point 1715: X: 614.615, Y: 126.904, Depth: -1
Point 1716: X: 557.384, Y: 124.416, Depth: -1
Point 1717: X: 320.993, Y: 79.6263, Depth: -1
Point 1718: X: 278.692, Y: 99.5328, Depth: -1
Point 1719: X: 293.622, Y: 74.6496, Depth: -1
Point 1720: X: 278.692, Y: 72.1613, Depth: -1
Point 1721: X: 442.921, Y: 179.159, Depth: 52.317
Point 1722: X: 425.503, Y: 171.694, Depth: -1
Point 1723: X: 452.874, Y: 141.834, Depth: -1
Point 1724: X: 403.108, Y: 126.904, Depth: -1
Point 1725: X: 216.484, Y: 99.5328, Depth: -1
Point 1726: X: 251.32, Y: 62.208, Depth: -1
Point 1727: X: 186.624, Y: 47.2781, Depth: -1
Point 1728: X: 375.736, Y: 181.647, Depth: 31.1186
Point 1729: X: 353.341, Y: 169.206, Depth: -1
Point 1730: X: 398.131, Y: 149.299, Depth: -1
Point 1731: X: 358.318, Y: 144.323, Depth: -1
Point 1732: X: 485.222, Y: 181.647, Depth: 74.485
Point 1733: X: 534.989, Y: 149.299, Depth: -1
Point 1734: X: 502.641, Y: 139.346, Depth: -1
Point 1735: X: 883.354, Y: 89.5795, Depth: -1
Point 1736: X: 679.311, Y: 313.528, Depth: 8.097
Point 1737: X: 1045.09, Y: 184.136, Depth: 10.3502
Point 1738: X: 923.167, Y: 74.6496, Depth: -1
Point 1739: X: 1191.91, Y: 114.463, Depth: -1
Point 1740: X: 1007.77, Y: 296.11, Depth: -1
Point 1741: X: 935.608, Y: 298.598, Depth: -1
Point 1742: X: 131.383, Y: 313.528, Depth: -1
Point 1743: X: 188.117, Y: 259.781, Depth: -1
Point 1744: X: 143.327, Y: 259.781, Depth: -1
Point 1745: X: 158.257, Y: 116.453, Depth: -1
Point 1746: X: 176.173, Y: 71.6636, Depth: -1
Point 1747: X: 328.458, Y: 316.514, Depth: -1
Point 1748: X: 292.626, Y: 304.57, Depth: -1
Point 1749: X: 331.444, Y: 262.767, Depth: 15.0907
Point 1750: X: 292.626, Y: 274.711, Depth: -1
Point 1751: X: 444.912, Y: 298.598, Depth: -1
Point 1752: X: 471.786, Y: 289.641, Depth: 9.7808
Point 1753: X: 513.589, Y: 89.5795, Depth: -1
Point 1754: X: 477.758, Y: 92.5655, Depth: -1
Point 1755: X: 486.715, Y: 80.6216, Depth: -1
Point 1756: X: 800.244, Y: 238.879, Depth: 11.1444
Point 1757: X: 776.356, Y: 244.851, Depth: -1
Point 1758: X: 773.37, Y: 214.991, Depth: -1
Point 1759: X: 662.889, Y: 256.795, Depth: 13.7234
Point 1760: X: 647.959, Y: 232.907, Depth: 19.341
Point 1761: X: 662.889, Y: 197.075, Depth: -1
Point 1762: X: 624.071, Y: 209.019, Depth: 32.8532
Point 1763: X: 573.309, Y: 235.893, Depth: 17.8592
Point 1764: X: 612.127, Y: 194.089, Depth: -1
Point 1765: X: 561.365, Y: 188.117, Depth: -1
Point 1766: X: 1045.09, Y: 62.7057, Depth: -1
Point 1767: X: 988.361, Y: 59.7197, Depth: -1
Point 1768: X: 1101.83, Y: 113.467, Depth: 6.24934
Point 1769: X: 1077.94, Y: 86.5936, Depth: -1
Point 1770: X: 1083.91, Y: 59.7197, Depth: -1
Point 1771: X: 101.523, Y: 244.851, Depth: -1
Point 1772: X: 62.7057, Y: 256.795, Depth: -1
Point 1773: X: 89.5795, Y: 191.103, Depth: -1
Point 1774: X: 1003.29, Y: 256.795, Depth: 12.3332
Point 1775: X: 1039.12, Y: 200.061, Depth: -1
Point 1776: X: 1012.25, Y: 212.005, Depth: 12.6672
Point 1777: X: 68.6776, Y: 170.201, Depth: -1
Point 1778: X: 77.6356, Y: 122.425, Depth: -1
Point 1779: X: 853.992, Y: 301.584, Depth: -1
Point 1780: X: 886.837, Y: 286.655, Depth: 7.18721
Point 1781: X: 856.978, Y: 274.711, Depth: -1
Point 1782: X: 149.299, Y: 226.935, Depth: -1
Point 1783: X: 161.243, Y: 217.977, Depth: -1
Point 1784: X: 143.327, Y: 214.991, Depth: -1
Point 1785: X: 385.192, Y: 104.509, Depth: -1
Point 1786: X: 352.346, Y: 92.5655, Depth: -1
Point 1787: X: 373.248, Y: 80.6216, Depth: -1
Point 1788: X: 364.29, Y: 80.6216, Depth: -1
Point 1789: X: 164.229, Y: 173.187, Depth: -1
Point 1790: X: 161.243, Y: 128.397, Depth: -1
Point 1791: X: 259.781, Y: 179.159, Depth: 27.2014
Point 1792: X: 209.019, Y: 185.131, Depth: -1
Point 1793: X: 241.865, Y: 128.397, Depth: -1
Point 1794: X: 662.889, Y: 185.131, Depth: -1
Point 1795: X: 633.029, Y: 161.243, Depth: -1
Point 1796: X: 665.875, Y: 152.285, Depth: -1
Point 1797: X: 644.973, Y: 137.355, Depth: -1
Point 1798: X: 250.823, Y: 295.612, Depth: -1
Point 1799: X: 194.089, Y: 307.556, Depth: -1
Point 1800: X: 235.893, Y: 271.725, Depth: 12.466
Point 1801: X: 214.991, Y: 274.711, Depth: -1
Point 1802: X: 519.561, Y: 191.103, Depth: 50.496
Point 1803: X: 498.659, Y: 191.103, Depth: 47.9328
Point 1804: X: 328.458, Y: 83.6076, Depth: -1
Point 1805: X: 277.697, Y: 98.5375, Depth: -1
Point 1806: X: 319.5, Y: 80.6216, Depth: -1
Point 1807: X: 292.626, Y: 74.6496, Depth: -1
Point 1808: X: 734.552, Y: 113.467, Depth: -1
Point 1809: X: 707.678, Y: 104.509, Depth: -1
Point 1810: X: 743.51, Y: 80.6216, Depth: -1
Point 1811: X: 704.692, Y: 71.6636, Depth: -1
Point 1812: X: 474.772, Y: 104.509, Depth: -1
Point 1813: X: 429.982, Y: 113.467, Depth: -1
Point 1814: X: 459.842, Y: 68.6776, Depth: -1
Point 1815: X: 435.954, Y: 62.7057, Depth: -1
Point 1816: X: 394.15, Y: 229.921, Depth: -1
Point 1817: X: 334.43, Y: 232.907, Depth: -1
Point 1818: X: 379.22, Y: 200.061, Depth: -1
Point 1819: X: 340.402, Y: 194.089, Depth: 25.1623
Point 1820: X: 444.912, Y: 179.159, Depth: 52.8795
Point 1821: X: 412.066, Y: 170.201, Depth: -1
Point 1822: X: 450.884, Y: 140.341, Depth: -1
Point 1823: X: 438.94, Y: 119.439, Depth: -1
Point 1824: X: 244.851, Y: 238.879, Depth: -1
Point 1825: X: 206.033, Y: 256.795, Depth: 12.5604
Point 1826: X: 244.851, Y: 191.103, Depth: 0
Point 1827: X: 209.019, Y: 203.047, Depth: -1
Point 1828: X: 674.833, Y: 101.523, Depth: -1
Point 1829: X: 650.945, Y: 101.523, Depth: -1
Point 1830: X: 656.917, Y: 62.7057, Depth: -1
Point 1831: X: 624.071, Y: 68.6776, Depth: -1
Point 1832: X: 316.514, Y: 226.935, Depth: -1
Point 1833: X: 289.641, Y: 229.921, Depth: -1
Point 1834: X: 328.458, Y: 197.075, Depth: 16.4764
Point 1835: X: 262.767, Y: 191.103, Depth: 12.0164
Point 1836: X: 441.926, Y: 238.879, Depth: 20.0068
Point 1837: X: 406.094, Y: 223.949, Depth: -1
Point 1838: X: 471.786, Y: 203.047, Depth: -1
Point 1839: X: 406.094, Y: 197.075, Depth: 18.348
Point 1840: X: 307.556, Y: 182.145, Depth: 41.4479
Point 1841: X: 277.697, Y: 158.257, Depth: 27.3057
Point 1842: X: 301.584, Y: 134.369, Depth: -1
Point 1843: X: 271.725, Y: 134.369, Depth: -1
Point 1844: X: 609.141, Y: 158.257, Depth: -1
Point 1845: X: 555.393, Y: 182.145, Depth: -1
Point 1846: X: 612.127, Y: 125.411, Depth: -1
Point 1847: X: 558.379, Y: 122.425, Depth: -1
Point 1848: X: 746.496, Y: 170.201, Depth: 31.933
Point 1849: X: 719.622, Y: 179.159, Depth: -1
Point 1850: X: 734.552, Y: 152.285, Depth: 45.4647
Point 1851: X: 713.65, Y: 134.369, Depth: -1
Point 1852: X: 247.837, Y: 104.509, Depth: -1
Point 1853: X: 217.977, Y: 98.5375, Depth: -1
Point 1854: X: 250.823, Y: 62.7057, Depth: -1
Point 1855: X: 191.103, Y: 68.6776, Depth: -1
Point 1856: X: 376.234, Y: 182.145, Depth: 25.652
Point 1857: X: 367.276, Y: 170.201, Depth: 50.8103
Point 1858: X: 397.136, Y: 149.299, Depth: -1
Point 1859: X: 361.304, Y: 137.355, Depth: -1
Point 1860: X: 522.547, Y: 170.201, Depth: -1
Point 1861: X: 483.729, Y: 179.159, Depth: 70.053
Point 1862: X: 513.589, Y: 149.299, Depth: -1
Point 1863: X: 507.617, Y: 149.299, Depth: -1
Point 1864: X: 86.5936, Y: 65.6917, Depth: -1
Point 1865: X: 56.7337, Y: 274.711, Depth: -1
Point 1866: X: 555.393, Y: 113.467, Depth: -1
Point 1867: X: 373.248, Y: 274.711, Depth: 12.9487
Point 1868: X: 618.099, Y: 265.753, Depth: -1
Point 1869: X: 480.743, Y: 274.711, Depth: 11.4229
Point 1870: X: 901.767, Y: 128.397, Depth: -1
Point 1871: X: 773.37, Y: 125.411, Depth: -1
Point 1872: X: 856.978, Y: 98.5375, Depth: -1
Point 1873: X: 812.188, Y: 110.481, Depth: -1
Point 1874: X: 680.805, Y: 313.528, Depth: 7.88712
Point 1875: X: 737.538, Y: 241.865, Depth: 14.84
Point 1876: X: 886.837, Y: 220.963, Depth: 17.8706
Point 1877: X: 1045.09, Y: 182.145, Depth: 13.3184
Point 1878: X: 922.669, Y: 122.425, Depth: -1
Point 1879: X: 922.669, Y: 74.6496, Depth: -1
Point 1880: X: 1083.91, Y: 137.355, Depth: 6.2589
Point 1881: X: 1131.69, Y: 89.5795, Depth: -1
Point 1882: X: 982.389, Y: 289.641, Depth: -1
Point 1883: X: 910.725, Y: 313.528, Depth: 8.049
Point 1884: X: 928.641, Y: 206.033, Depth: 15.682
Point 1885: X: 1054.05, Y: 292.626, Depth: -1
Point 1886: X: 1089.88, Y: 194.089, Depth: -1
Point 1887: X: 469.397, Y: 290.238, Depth: 9.75851
Point 1888: X: 469.397, Y: 279.488, Depth: -1
Point 1889: X: 412.066, Y: 254.406, Depth: 16.2098
Point 1890: X: 168.41, Y: 171.993, Depth: -1
Point 1891: X: 161.243, Y: 136.161, Depth: -1
Point 1892: X: 1096.45, Y: 114.662, Depth: 6.28028
Point 1893: X: 1085.7, Y: 89.5795, Depth: -1
Point 1894: X: 1049.87, Y: 78.83, Depth: -1
Point 1895: X: 666.472, Y: 243.656, Depth: 16.3962
Point 1896: X: 648.556, Y: 232.907, Depth: 19.3401
Point 1897: X: 659.305, Y: 197.075, Depth: 52.6592
Point 1898: X: 630.64, Y: 197.075, Depth: 55.3808
Point 1899: X: 68.0805, Y: 168.41, Depth: 20.5515
Point 1900: X: 75.2468, Y: 125.411, Depth: -1
Point 1901: X: 243.656, Y: 240.073, Depth: 6.4615
Point 1902: X: 261.572, Y: 189.909, Depth: 27.89
Point 1903: X: 211.408, Y: 200.658, Depth: -1
Point 1904: X: 257.989, Y: 179.159, Depth: -1
Point 1905: X: 200.658, Y: 175.576, Depth: -1
Point 1906: X: 261.572, Y: 125.411, Depth: -1
Point 1907: X: 662.889, Y: 182.742, Depth: -1
Point 1908: X: 648.556, Y: 182.742, Depth: -1
Point 1909: X: 666.472, Y: 150.494, Depth: -1
Point 1910: X: 627.057, Y: 143.327, Depth: -1
Point 1911: X: 383.4, Y: 103.912, Depth: -1
Point 1912: X: 351.152, Y: 93.1627, Depth: -1
Point 1913: X: 372.651, Y: 78.83, Depth: -1
Point 1914: X: 361.901, Y: 78.83, Depth: -1
Point 1915: X: 523.145, Y: 211.408, Depth: 34.4433
Point 1916: X: 498.062, Y: 189.909, Depth: -1
Point 1917: X: 476.563, Y: 93.1627, Depth: -1
Point 1918: X: 429.982, Y: 111.079, Depth: -1
Point 1919: X: 444.315, Y: 68.0805, Depth: -1
Point 1920: X: 168.41, Y: 243.656, Depth: -1
Point 1921: X: 143.327, Y: 243.656, Depth: -1
Point 1922: X: 193.492, Y: 204.241, Depth: -1
Point 1923: X: 143.327, Y: 214.991, Depth: -1
Point 1924: X: 673.638, Y: 100.329, Depth: -1
Point 1925: X: 644.973, Y: 100.329, Depth: -1
Point 1926: X: 659.305, Y: 89.5795, Depth: -1
Point 1927: X: 623.474, Y: 68.0805, Depth: -1
Point 1928: X: 476.563, Y: 225.74, Depth: 26.0823
Point 1929: X: 415.649, Y: 229.324, Depth: 23.8656
Point 1930: X: 458.647, Y: 204.241, Depth: 29.6441
Point 1931: X: 419.232, Y: 207.825, Depth: 23.4228
Point 1932: X: 745.302, Y: 171.993, Depth: 33.1782
Point 1933: X: 720.219, Y: 179.159, Depth: -1
Point 1934: X: 734.552, Y: 150.494, Depth: 42.0136
Point 1935: X: 709.47, Y: 132.578, Depth: -1
Point 1936: X: 250.823, Y: 297.404, Depth: -1
Point 1937: X: 200.658, Y: 286.655, Depth: -1
Point 1938: X: 240.073, Y: 254.406, Depth: -1
Point 1939: X: 214.991, Y: 275.905, Depth: -1
Point 1940: X: 444.315, Y: 179.159, Depth: 52.773
Point 1941: X: 426.399, Y: 161.243, Depth: 55.1409
Point 1942: X: 447.898, Y: 139.744, Depth: -1
Point 1943: X: 408.483, Y: 150.494, Depth: -1
Point 1944: X: 734.552, Y: 111.079, Depth: -1
Point 1945: X: 705.887, Y: 107.495, Depth: -1
Point 1946: X: 738.135, Y: 71.6636, Depth: -1
Point 1947: X: 702.304, Y: 71.6636, Depth: -1
Point 1948: X: 315.32, Y: 229.324, Depth: 15.1468
Point 1949: X: 283.071, Y: 247.24, Depth: -1
Point 1950: X: 308.154, Y: 189.909, Depth: 0
Point 1951: X: 283.071, Y: 211.408, Depth: 15.5714
Point 1952: X: 605.558, Y: 157.66, Depth: -1
Point 1953: X: 555.393, Y: 179.159, Depth: -1
Point 1954: X: 612.724, Y: 125.411, Depth: -1
Point 1955: X: 580.475, Y: 136.161, Depth: -1
Point 1956: X: 236.49, Y: 100.329, Depth: -1
Point 1957: X: 214.991, Y: 96.7459, Depth: -1
Point 1958: X: 240.073, Y: 71.6636, Depth: -1
Point 1959: X: 207.825, Y: 89.5795, Depth: -1
Point 1960: X: 333.236, Y: 107.495, Depth: -1
Point 1961: X: 279.488, Y: 96.7459, Depth: -1
Point 1962: X: 318.903, Y: 82.4132, Depth: -1
Point 1963: X: 286.655, Y: 85.9964, Depth: -1
Point 1964: X: 372.651, Y: 179.159, Depth: 50.743
Point 1965: X: 351.152, Y: 186.325, Depth: -1
Point 1966: X: 379.817, Y: 146.91, Depth: -1
Point 1967: X: 351.152, Y: 139.744, Depth: -1
Point 1968: X: 404.9, Y: 225.74, Depth: 35.5278
Point 1969: X: 351.152, Y: 232.907, Depth: 17.7027
Point 1970: X: 404.9, Y: 197.075, Depth: 22.6974
Point 1971: X: 340.402, Y: 193.492, Depth: 26.8062
Point 1972: X: 304.57, Y: 168.41, Depth: -1
Point 1973: X: 279.488, Y: 157.66, Depth: 27.4142
Point 1974: X: 304.57, Y: 136.161, Depth: -1
Point 1975: X: 272.322, Y: 132.578, Depth: -1
Point 1976: X: 523.145, Y: 168.41, Depth: -1
Point 1977: X: 483.73, Y: 175.576, Depth: 69.7418
Point 1978: X: 533.894, Y: 150.494, Depth: -1
Point 1979: X: 512.395, Y: 146.91, Depth: -1
Point 1980: X: 161.243, Y: 118.245, Depth: -1
Point 1981: X: 85.9964, Y: 68.0805, Depth: -1
Point 1982: X: 193.492, Y: 265.155, Depth: -1
Point 1983: X: 68.0805, Y: 268.739, Depth: -1
Point 1984: X: 89.5795, Y: 189.909, Depth: -1
Point 1985: X: 329.653, Y: 261.572, Depth: -1
Point 1986: X: 551.81, Y: 114.662, Depth: -1
Point 1987: X: 483.73, Y: 78.83, Depth: -1
Point 1988: X: 343.985, Y: 257.989, Depth: 15.7985
Point 1989: X: 616.307, Y: 265.155, Depth: 11.6282
Point 1990: X: 480.146, Y: 265.155, Depth: 13.0465
Point 1991: X: 609.141, Y: 193.492, Depth: -1
Point 1992: X: 899.379, Y: 128.995, Depth: -1
Point 1993: X: 856.38, Y: 100.329, Depth: -1
Point 1994: X: 809.799, Y: 111.079, Depth: -1
Point 1995: X: 662.889, Y: 254.406, Depth: 14.1035
Point 1996: X: 734.552, Y: 243.656, Depth: 15.3875
Point 1997: X: 885.046, Y: 222.157, Depth: 16.636
Point 1998: X: 781.134, Y: 218.574, Depth: 11.1713
Point 1999: X: 924.461, Y: 132.578, Depth: -1
Point 2000: X: 1035.54, Y: 68.0805, Depth: -1
Point 2001: X: 920.878, Y: 121.828, Depth: -1
Point 2002: X: 1082.12, Y: 136.161, Depth: -1
Point 2003: X: 1128.7, Y: 85.9964, Depth: -1
Point 2004: X: 1003.29, Y: 257.989, Depth: -1
Point 2005: X: 985.375, Y: 200.658, Depth: 17.5094
Point 2006: X: 924.461, Y: 207.825, Depth: 0.388954
Point 2007: X: 1049.87, Y: 290.238, Depth: 7.33094
Point 2008: X: 1064.2, Y: 211.408, Depth: -1
